"","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"1992",2014-07-25,299000,3,1.75,1730,14270,1,FALSE,0,3,7,1730,NA,1959,NA,98065,47.5318,-121.833,1600,11232
"1993",2015-04-14,399950,4,2.5,3110,5868,2,FALSE,0,3,8,3110,NA,2001,NA,98042,47.3781,-122.126,2950,5924
"1994",2015-03-25,322000,3,1,1230,9660,1,FALSE,0,3,7,1230,NA,1968,NA,98053,47.6829,-122.06,1380,10125
"1995",2014-06-23,430000,2,1.5,950,4625,1,FALSE,0,4,7,950,NA,1949,NA,98103,47.6912,-122.34,1440,4625
"1996",2014-05-08,307000,3,1.75,1890,13860,1,FALSE,0,5,7,1890,NA,1966,NA,98042,47.4156,-122.149,1500,14536
"1997",2014-11-05,194000,3,1.5,1010,5000,1,FALSE,0,3,6,1010,NA,1943,NA,98178,47.4925,-122.278,980,5000
"1998",2014-11-14,180000,3,1,1010,8581,1,FALSE,0,4,6,1010,NA,1920,NA,98002,47.3043,-122.216,1060,10354
"1999",2014-07-18,465000,4,2.25,2340,13383,1,FALSE,0,3,8,1170,1170,1983,NA,98074,47.6211,-122.037,1810,12532
"2000",2015-03-23,722500,4,2.5,2460,9296,2,FALSE,0,3,9,2460,NA,1978,NA,98007,47.6125,-122.152,2730,9900
"2001",2014-09-24,470450,2,1,1010,3400,1,FALSE,0,3,7,1010,NA,1921,NA,98103,47.6711,-122.329,1800,3600
"2002",2015-01-27,280000,3,2.5,1650,6000,2,FALSE,0,3,7,1650,NA,1990,NA,98030,47.36,-122.194,1750,6000
"2003",2015-04-10,176250,4,2,1440,6702,1,FALSE,0,4,7,1440,NA,1966,NA,98002,47.3056,-122.217,1030,6702
"2004",2014-06-17,560000,5,1,1710,9100,1.5,FALSE,0,4,7,1320,390,1926,NA,98126,47.5379,-122.378,1880,9100
"2005",2014-10-22,830000,3,2.5,2760,11287,2,FALSE,3,3,10,2000,760,1991,NA,98028,47.739,-122.264,2760,13719
"2006",2014-06-11,276900,2,1,1350,10096,1,FALSE,2,4,7,1350,NA,1952,NA,98045,47.4967,-121.778,1280,10095
"2007",2014-10-01,625000,3,1.75,1660,4800,2,FALSE,0,3,7,1660,NA,1906,2014,98112,47.6296,-122.308,1660,4800
"2008",2015-03-04,1015000,4,2.5,2960,4760,2,FALSE,0,3,8,2160,800,1900,NA,98102,47.6367,-122.318,1600,4760
"2009",2014-09-30,463500,1,1,1090,8750,1,FALSE,0,4,6,1090,NA,1924,NA,98118,47.54,-122.269,1830,5000
"2010",2014-09-05,485000,3,2.5,3110,9015,2,FALSE,0,3,9,3110,NA,1990,NA,98058,47.4369,-122.147,2650,8960
"2011",2014-06-17,272000,3,2,1380,7476,1,FALSE,0,3,7,1380,NA,1989,NA,98001,47.3336,-122.272,1600,7227
"2012",2014-12-17,305000,2,1,1290,3140,2,FALSE,0,3,7,1290,NA,2008,NA,98053,47.6971,-122.026,1290,2628
"2013",2014-06-26,760000,3,2.5,1980,13964,1,FALSE,0,5,7,1980,NA,1959,NA,98040,47.571,-122.227,2040,13964
"2014",2015-02-13,387500,2,1,870,6126,1,FALSE,0,4,7,870,NA,1938,NA,98125,47.7024,-122.322,1620,6126
"2015",2014-09-08,352000,4,2.5,2470,5015,2,FALSE,0,3,8,2470,NA,2004,NA,98038,47.3457,-122.041,2470,5100
"2016",2014-07-09,507000,3,1.75,2140,40098,1,FALSE,0,5,8,1490,650,1950,NA,98058,47.4296,-122.111,2220,35371
"2017",2014-07-18,156000,3,1,770,9750,1,FALSE,0,3,6,770,NA,1941,NA,98188,47.4509,-122.275,1560,10707
"2018",2014-11-18,580000,3,3.25,1490,857,3,FALSE,0,3,8,1220,270,2001,NA,98102,47.6357,-122.324,1550,1092
"2019",2014-07-14,630000,4,2.5,2510,35020,1,FALSE,0,4,8,1610,900,1977,NA,98075,47.5834,-122.003,2080,34398
"2020",2014-12-18,275000,5,1.5,1950,9000,1,FALSE,0,3,7,1130,820,1964,NA,98146,47.4882,-122.339,1680,9526
"2021",2014-07-24,835000,5,4,3600,14720,1,FALSE,2,5,8,1800,1800,1960,NA,98034,47.7022,-122.227,3600,15358
"2022",2014-12-05,340000,4,2.5,2380,7850,2,FALSE,0,3,8,2380,NA,1995,NA,98055,47.4356,-122.201,1940,7334
"2023",2014-05-06,329350,2,1,720,6687,1,FALSE,0,3,6,720,NA,1942,NA,98117,47.7001,-122.362,840,6687
"2024",2014-07-28,1480000,3,3.5,4070,26000,2,FALSE,0,3,11,4070,NA,1991,NA,98033,47.659,-122.174,3770,26000
"2025",2015-03-25,475000,3,1,1250,150117,1,FALSE,0,3,7,1250,NA,1975,NA,98075,47.5956,-122.009,3060,50055
"2026",2014-11-18,719950,3,2.25,2190,2416,3,FALSE,0,3,8,2190,NA,2014,NA,98117,47.6758,-122.38,1510,3615
"2027",2014-05-12,235000,1,1,810,2451,1,FALSE,0,5,7,810,NA,1941,NA,98126,47.5188,-122.376,980,1198
"2028",2015-03-31,875000,3,1.5,2440,5750,1,FALSE,0,3,8,1320,1120,1939,NA,98115,47.6991,-122.296,2160,6820
"2029",2015-04-21,380000,4,1.75,1740,9150,1,FALSE,0,3,7,1740,NA,1974,NA,98188,47.4498,-122.28,1540,9147
"2030",2015-03-09,325000,3,2.25,1480,97138,1.5,FALSE,0,3,7,1480,NA,1984,NA,98010,47.3317,-121.927,1730,176418
"2031",2014-08-19,475000,4,2.5,2120,57050,2,FALSE,0,3,9,2120,NA,1989,NA,98072,47.7611,-122.128,3320,39082
"2032",2015-03-24,152900,1,1,900,4368,1,FALSE,0,5,6,900,NA,1915,1950,98022,47.2107,-121.99,1290,5000
"2033",2014-08-05,210000,2,2,1190,7570,1,FALSE,0,3,6,1190,NA,1939,NA,98146,47.5113,-122.338,1190,7635
"2034",2014-09-26,350000,4,1,1010,6000,1,FALSE,0,3,6,750,260,1925,NA,98136,47.5518,-122.383,1450,6000
"2035",2015-03-23,505000,3,2.5,2100,17882,2,FALSE,0,4,8,2100,NA,1985,NA,98059,47.4754,-122.119,2080,16686
"2036",2014-06-27,464900,4,2.25,2020,8424,1,FALSE,0,4,7,1380,640,1979,NA,98034,47.7262,-122.233,2030,7236
"2037",2014-09-22,650000,3,2,2520,5980,1,FALSE,0,3,8,1790,730,1957,NA,98116,47.5767,-122.383,1590,5750
"2038",2015-05-04,369950,2,2.75,1370,1140,2,FALSE,0,3,8,1080,290,2009,NA,98133,47.7053,-122.342,1370,1090
"2039",2014-07-28,250000,3,2.5,1530,2890,2,FALSE,0,3,7,1530,NA,2001,NA,98108,47.5434,-122.293,1540,2890
"2040",2015-04-29,320000,3,2.5,1530,2890,2,FALSE,0,3,7,1530,NA,2001,NA,98108,47.5434,-122.293,1540,2890
"2041",2015-03-25,2532000,4,4.25,5040,16048,1,FALSE,3,3,10,3420,1620,1950,NA,98105,47.6702,-122.26,3960,14000
"2042",2014-09-03,340000,4,2.25,2530,24700,2,FALSE,0,3,7,2530,NA,1974,NA,98031,47.3939,-122.177,2650,24700
"2043",2014-05-19,440000,2,1.5,1010,1968,1.5,FALSE,0,5,5,1010,NA,1906,NA,98107,47.6757,-122.385,1760,4200
"2044",2015-04-02,219950,3,1,1200,7727,1,FALSE,0,4,7,1200,NA,1959,NA,98022,47.2021,-121.999,1300,7718
"2045",2014-09-15,940000,4,3,2720,11740,1,FALSE,0,5,9,2720,NA,1957,NA,98040,47.5833,-122.242,2640,11740
"2046",2014-07-22,399950,4,1.5,1850,6125,1.5,FALSE,0,3,6,1110,740,1945,NA,98126,47.5352,-122.37,990,6125
"2047",2015-01-02,1568000,3,2.75,2340,8828,1,FALSE,0,4,9,2340,NA,1954,NA,98112,47.632,-122.289,3480,8526
"2048",2015-04-01,528000,4,1.75,1860,9750,1,FALSE,0,3,7,1460,400,1969,NA,98034,47.7097,-122.202,1900,8913
"2049",2014-08-28,545000,4,1.75,1940,8990,1,FALSE,0,4,8,1560,380,1956,NA,98034,47.7021,-122.241,2310,11745
"2050",2015-04-27,575000,2,2,1680,6194,1,FALSE,0,3,8,1680,NA,2004,NA,98053,47.7136,-122.03,1900,5850
"2051",2014-11-04,235000,4,2.75,1770,10184,1,FALSE,0,3,8,1250,520,1979,NA,98023,47.3074,-122.385,2070,8320
"2052",2014-07-23,272000,3,2.5,1790,6371,2,FALSE,0,3,8,1790,NA,1998,NA,98092,47.3291,-122.168,1850,6371
"2053",2015-04-28,380000,4,1.75,1720,9600,1,FALSE,0,4,8,1720,NA,1969,NA,98059,47.4764,-122.155,1660,10720
"2054",2015-04-26,195000,3,1,1280,6967,1.5,FALSE,0,3,7,1280,NA,1949,NA,98155,47.7512,-122.329,1280,7245
"2055",2014-10-14,297000,3,2.5,1690,4988,2,FALSE,0,3,7,1690,NA,2002,NA,98038,47.3561,-122.015,1830,4733
"2056",2015-04-15,349000,4,2.5,2190,7294,2,FALSE,0,3,8,2190,NA,2003,NA,98023,47.2923,-122.357,2240,7379
"2057",2014-09-29,320000,2,1,710,5200,1,FALSE,2,4,6,710,NA,1942,NA,98126,47.5376,-122.371,1610,5200
"2058",2014-07-25,319990,4,1.5,1890,10707,1,FALSE,0,3,7,1890,NA,1962,NA,98148,47.428,-122.326,1610,8827
"2059",2014-06-02,439900,2,2,1410,12282,1.5,FALSE,0,5,8,1410,NA,1909,1988,98024,47.5242,-121.926,1410,8931
"2060",2014-08-11,429000,3,3.25,2210,3600,2,FALSE,0,3,8,1820,390,1995,NA,98125,47.7031,-122.279,2010,6690
"2061",2014-07-30,272500,3,2,1540,6250,1,FALSE,0,3,7,1540,NA,1998,NA,98038,47.3539,-122.025,2070,6250
"2062",2014-09-16,4e+05,4,2,1350,7255,1,FALSE,0,4,7,1350,NA,1959,NA,98125,47.7287,-122.31,1050,7288
"2063",2015-04-02,462000,5,2,1380,4300,1.5,FALSE,0,3,7,1380,NA,1916,NA,98103,47.6647,-122.337,1830,3800
"2064",2015-03-10,510000,2,1,890,6095,1,FALSE,0,3,7,890,NA,1947,NA,98115,47.6823,-122.298,1450,5985
"2065",2014-06-23,550000,3,2.5,1900,3255,2,FALSE,0,3,8,1900,NA,1988,2000,98007,47.6075,-122.147,1880,3350
"2066",2015-04-25,150000,3,1,1240,5200,1,FALSE,0,3,6,1240,NA,1969,NA,98042,47.3701,-122.079,870,5200
"2067",2014-06-26,460000,3,2.5,1730,8490,1,FALSE,0,3,7,1210,520,1969,NA,98034,47.7187,-122.219,1870,7400
"2068",2014-06-20,632500,4,2.5,2090,10306,2,FALSE,0,3,10,2090,NA,1986,NA,98074,47.6304,-122.051,2660,11481
"2069",2014-09-25,361000,3,1.75,1650,11220,1,FALSE,0,4,7,1650,NA,1969,NA,98077,47.7567,-122.071,1340,10129
"2070",2014-08-01,437000,3,2.25,1130,1221,2,FALSE,0,3,8,1030,100,2004,NA,98117,47.6799,-122.375,1300,5000
"2071",2015-05-05,370000,6,2.75,3240,5750,1,FALSE,0,4,6,2160,1080,1950,NA,98002,47.3054,-122.221,1230,5750
"2072",2015-04-17,884250,4,2.5,3840,12151,2,FALSE,0,3,10,3840,NA,1998,NA,98075,47.5953,-121.986,3560,11044
"2073",2014-06-03,225000,3,1,1200,9936,1,FALSE,0,4,6,1200,NA,1969,NA,98038,47.3609,-122.029,1200,10189
"2074",2014-08-05,235000,2,1,870,5000,1,FALSE,0,3,6,870,NA,1949,NA,98126,47.5186,-122.375,820,5000
"2075",2014-07-20,767500,6,3.5,2410,6000,2,FALSE,4,3,9,2220,190,1916,1990,98136,47.54,-122.382,1980,6000
"2076",2014-05-12,1200000,3,1.75,1560,8078,1.5,TRUE,4,4,6,1560,NA,1928,NA,98040,47.5779,-122.246,2890,16710
"2077",2014-12-15,715000,3,2.5,2410,46609,2,FALSE,0,3,9,2410,NA,1989,NA,98053,47.6789,-122.048,3370,40072
"2078",2014-06-27,417000,4,2.25,2300,7700,1,FALSE,0,3,7,1380,920,1959,NA,98125,47.7137,-122.322,2010,8820
"2079",2014-07-18,199000,3,1,1390,12145,1,FALSE,0,4,7,1390,NA,1964,NA,98042,47.4225,-122.15,1030,10800
"2080",2014-06-05,875000,5,2.5,2920,5568,2,FALSE,0,3,8,2320,600,1906,NA,98112,47.6265,-122.312,2970,5568
"2081",2014-11-10,545000,4,1.5,1370,3708,1.5,FALSE,0,3,7,1370,NA,1926,NA,98117,47.6849,-122.363,2030,3708
"2082",2014-05-20,192500,2,1,950,7692,1,FALSE,0,3,6,950,NA,1926,NA,98168,47.4909,-122.298,1820,8221
"2083",2015-02-10,822500,3,2.5,3090,7708,2,FALSE,0,3,10,3090,NA,1999,NA,98052,47.6868,-122.108,3140,8592
"2084",2014-12-08,8e+05,4,2.5,2390,10000,1,FALSE,0,3,9,1590,800,1975,NA,98040,47.5801,-122.229,1900,9752
"2085",2014-12-15,1250000,3,2.5,2070,4944,2,FALSE,0,3,9,2070,NA,1930,NA,98112,47.6256,-122.284,3300,6179
"2086",2014-11-14,3850000,4,4.25,5770,21300,2,TRUE,4,4,11,5770,NA,1980,NA,98040,47.585,-122.222,4620,22748
"2087",2014-10-01,295000,3,2.5,1460,7936,2,FALSE,0,3,7,1460,NA,1995,NA,98038,47.3673,-122.017,1830,7936
"2088",2014-06-30,419000,2,1.75,1510,4980,1,FALSE,0,3,8,1510,NA,2006,NA,98053,47.7191,-122.023,1350,4157
"2089",2014-09-10,1195000,5,3.25,5180,19606,1,FALSE,0,3,11,2610,2570,1993,NA,98006,47.555,-122.114,4050,15296
"2090",2014-12-22,750000,4,2.75,3430,13907,2,FALSE,0,3,11,3430,NA,1995,NA,98075,47.5879,-121.993,3250,13851
"2091",2015-04-28,502000,4,1.5,1700,8400,1,FALSE,0,3,7,1700,NA,1953,NA,98177,47.7677,-122.359,1750,8475
"2092",2014-06-04,1025000,3,1.75,2640,8000,1,FALSE,3,4,9,1320,1320,1960,NA,98040,47.5826,-122.246,2740,6000
"2093",2015-03-13,398500,3,1,1200,15960,1.5,FALSE,0,3,6,1200,NA,1945,NA,98125,47.7163,-122.299,1120,7800
"2094",2015-04-14,7e+05,2,1.5,1850,4945,1.5,FALSE,2,4,7,1850,NA,1907,1969,98126,47.5742,-122.379,1850,4950
"2095",2014-06-11,248000,5,1.5,1510,9078,1,FALSE,0,4,7,1510,NA,1959,NA,98168,47.4852,-122.305,1480,9078
"2096",2014-08-26,8e+05,4,2,2130,2800,1,FALSE,0,5,7,1070,1060,1922,NA,98103,47.6545,-122.333,1990,3990
"2097",2015-01-21,383000,4,2.5,2640,8055,2,FALSE,0,3,9,2640,NA,2004,NA,98092,47.315,-122.193,1650,8055
"2098",2014-05-27,688000,4,3,3000,4000,1.5,FALSE,3,3,8,1970,1030,1913,2014,98144,47.5744,-122.307,1900,4000
"2099",2014-10-08,521000,3,2,1870,5455,1,FALSE,0,5,7,1060,810,1926,NA,98125,47.7029,-122.297,1870,7435
"2100",2014-11-05,365000,2,1,990,9223,1,FALSE,0,3,7,990,NA,1949,NA,98125,47.72,-122.32,1230,7244
"2101",2014-10-07,491000,3,2,2005,7000,1,FALSE,0,3,7,1605,400,1980,NA,98122,47.6039,-122.298,1750,4500
"2102",2014-11-22,643000,3,2.75,2030,7700,1,FALSE,0,5,8,1400,630,1965,NA,98008,47.626,-122.112,1780,8160
"2103",2015-02-02,279000,3,2.5,1500,7350,1,FALSE,0,2,7,1060,440,1979,NA,98023,47.3025,-122.382,1390,7770
"2104",2015-02-02,583500,4,1,1530,3900,1.5,FALSE,0,4,7,1530,NA,1908,NA,98107,47.6748,-122.379,1300,3900
"2105",2014-07-23,310000,3,2.5,1990,3600,2,FALSE,0,3,7,1990,NA,2004,NA,98038,47.3841,-122.041,1790,3600
"2106",2014-06-10,310000,3,1.75,1420,7650,1,FALSE,0,4,7,1100,320,1984,NA,98056,47.4892,-122.182,1810,7650
"2107",2015-03-23,280000,3,1,1400,13975,1,FALSE,0,4,6,1400,NA,1956,NA,98198,47.4195,-122.33,1260,7500
"2108",2014-11-17,272000,4,2.5,1870,5692,2,FALSE,0,3,7,1870,NA,2004,NA,98058,47.4334,-122.148,2390,5293
"2109",2014-07-07,870000,4,3,3040,36246,1.5,FALSE,0,3,9,2680,360,1923,2014,98074,47.6093,-122.07,3520,13178
"2110",2014-11-18,307000,3,2,1790,7259,1,FALSE,0,3,7,1390,400,1980,NA,98058,47.4643,-122.171,1790,7700
"2111",2014-07-17,490000,2,1.5,1590,4500,1,FALSE,0,4,7,920,670,1946,NA,98116,47.5831,-122.392,1900,4450
"2112",2014-10-08,399950,3,2,2050,9396,1,FALSE,0,5,7,1170,880,1960,NA,98155,47.7447,-122.328,1680,9391
"2113",2014-06-09,1635000,5,3.5,4220,26784,1,FALSE,0,3,10,2110,2110,1958,2006,98004,47.6003,-122.206,3450,33945
"2114",2014-07-09,989000,5,4.5,4030,13474,2,FALSE,0,3,11,4030,NA,2000,NA,98075,47.5812,-121.995,3860,12438
"2115",2014-06-18,264950,4,1.75,1770,9011,1,FALSE,0,5,7,1050,720,1983,NA,98042,47.3646,-122.076,1410,8530
"2116",2014-07-25,491500,4,2.75,2100,7236,1,FALSE,0,3,8,1400,700,1979,NA,98034,47.7267,-122.232,1900,7519
"2117",2014-05-14,345000,3,2.25,2120,15003,2,FALSE,0,3,7,2120,NA,1984,NA,98059,47.4745,-122.12,2070,15203
"2118",2015-01-19,339900,4,1.75,2600,18042,1,FALSE,0,4,8,2020,580,1969,NA,98092,47.2969,-122.189,2200,9408
"2119",2015-04-27,852000,3,3,2400,4000,2,FALSE,0,3,7,1860,540,1905,NA,98102,47.6288,-122.321,1750,3940
"2120",2014-12-22,585000,5,3.5,3180,40946,1,FALSE,3,3,7,1690,1490,1968,NA,98075,47.5833,-122.073,2430,29620
"2121",2015-02-11,723000,4,2,2790,8793,1,FALSE,0,4,8,1640,1150,1977,NA,98006,47.5509,-122.16,2400,9286
"2122",2015-01-26,594000,3,2.25,2080,70567,2,FALSE,0,3,8,2080,NA,1990,NA,98072,47.7221,-122.124,3730,43560
"2123",2014-12-01,405000,2,1.5,1370,4102,2,FALSE,0,4,7,1370,NA,1987,NA,98033,47.6943,-122.184,1380,3211
"2124",2014-08-01,725500,4,2.5,2790,74495,2,FALSE,0,3,9,2790,NA,1997,NA,98053,47.6628,-122.056,2790,24643
"2125",2014-06-25,8e+05,2,1,1740,5719,1,FALSE,0,3,8,1740,NA,1955,NA,98103,47.6729,-122.335,1980,5000
"2126",2014-07-29,1325000,3,3.75,6400,76665,1,FALSE,2,4,10,3810,2590,1966,NA,98177,47.7313,-122.37,3430,60548
"2127",2014-10-15,180500,3,2.5,1800,8518,2,FALSE,0,3,7,1800,NA,1996,NA,98030,47.3643,-122.185,1770,7570
"2128",2015-04-28,325000,3,2.5,1800,8518,2,FALSE,0,3,7,1800,NA,1996,NA,98030,47.3643,-122.185,1770,7570
"2129",2014-06-17,235000,3,1.75,1190,7280,1,FALSE,0,4,7,1190,NA,1968,NA,98092,47.3151,-122.19,1250,7800
"2130",2014-05-20,330000,2,1,860,8308,1,FALSE,0,4,7,860,NA,1948,NA,98146,47.5075,-122.377,1310,8308
"2131",2014-06-12,678500,3,2,2460,6600,1,FALSE,2,4,8,1370,1090,1952,NA,98136,47.5215,-122.383,2150,6600
"2132",2014-07-09,463000,4,2.5,1980,6660,2,FALSE,0,4,7,1980,NA,1974,NA,98034,47.7158,-122.167,1980,7150
"2133",2014-09-12,250000,2,1,670,4640,1,FALSE,0,3,6,670,NA,1943,NA,98106,47.53,-122.351,870,4501
"2134",2014-07-16,655000,3,2,1410,4800,1.5,FALSE,0,4,8,1410,NA,1927,NA,98118,47.5597,-122.267,1820,7200
"2135",2014-05-16,239900,4,2.25,1860,7000,1,FALSE,0,3,8,1120,740,1979,NA,98023,47.3127,-122.339,1990,8937
"2136",2014-11-17,185000,3,1,980,9135,1,FALSE,0,3,7,980,NA,1955,NA,98001,47.3496,-122.289,1780,9135
"2137",2014-06-16,1735000,4,2.25,3040,5000,2,FALSE,3,4,9,2080,960,1926,NA,98105,47.6565,-122.278,2870,5000
"2138",2014-09-05,251700,3,2.25,1810,11800,1,FALSE,0,3,7,1240,570,1977,NA,98178,47.4997,-122.231,1810,5641
"2139",2015-02-09,4e+05,4,2,1560,8250,1,FALSE,0,3,8,1320,240,1964,NA,98177,47.7565,-122.358,1870,8258
"2140",2014-09-04,735000,4,1.75,2100,7960,1,FALSE,0,3,8,1340,760,1955,NA,98004,47.6079,-122.195,2060,7960
"2141",2014-10-27,1700000,5,2,2500,15250,2,TRUE,4,5,8,2500,NA,1942,NA,98008,47.5883,-122.111,1880,18782
"2142",2014-05-08,82500,2,1,520,22334,1,FALSE,0,2,5,520,NA,1951,NA,98168,47.4799,-122.296,1572,10570
"2143",2014-07-08,765000,4,4,3010,7221,2,FALSE,0,3,10,3010,NA,2004,NA,98075,47.5833,-121.97,3490,7518
"2144",2014-09-23,292500,4,1.75,2140,8162,1,FALSE,0,3,7,1420,720,1968,NA,98023,47.3096,-122.377,2040,7632
"2145",2015-03-25,270000,3,2.25,2390,7000,1,FALSE,0,4,7,1990,400,1970,NA,98058,47.4568,-122.169,1610,7000
"2146",2014-12-24,415000,2,1,1510,6807,1,FALSE,0,3,7,1090,420,1939,NA,98133,47.711,-122.353,1460,6807
"2147",2014-11-24,950000,4,1.75,2210,19025,1,FALSE,0,4,7,1460,750,1952,NA,98004,47.5927,-122.203,2640,14999
"2148",2014-09-16,353000,3,2.75,2170,8396,2,FALSE,0,3,7,2170,NA,1995,NA,98038,47.3812,-122.023,2170,8378
"2149",2014-12-10,670950,3,2.5,1790,2375,3,FALSE,0,3,8,1790,NA,2007,NA,98107,47.6726,-122.38,1450,2400
"2150",2014-05-09,280950,3,1.75,1390,8700,1,FALSE,3,4,7,840,550,1912,NA,98055,47.4725,-122.202,1390,10875
"2151",2014-05-27,585000,3,1.75,1850,7735,1,FALSE,0,4,8,1850,NA,1983,NA,98027,47.5608,-122.082,2220,7639
"2152",2014-12-11,525000,2,1.5,1480,43645,1,FALSE,0,3,8,1480,NA,1974,2006,98027,47.5484,-122.045,1600,34326
"2153",2014-08-01,605000,3,1.75,1850,8823,1,FALSE,0,4,8,1370,480,1973,NA,98008,47.6379,-122.112,1880,7580
"2154",2014-11-19,1010000,4,3.5,3350,3752,2,FALSE,0,3,9,2550,800,2007,NA,98117,47.6782,-122.365,1050,4960
"2155",2014-09-26,245990,3,1,1040,8410,1,FALSE,0,3,7,1040,NA,1942,2014,98188,47.453,-122.289,1350,8410
"2156",2015-02-03,535000,4,2.25,2810,12607,2,FALSE,0,3,10,2810,NA,1985,NA,98058,47.4585,-122.13,2810,17400
"2157",2014-06-30,410000,1,1.5,1010,5750,1,FALSE,0,3,7,1010,NA,1911,1948,98136,47.5411,-122.392,1230,5750
"2158",2015-04-24,550000,3,2.5,2250,7752,2,FALSE,0,4,8,2250,NA,1988,NA,98011,47.7489,-122.185,2080,7033
"2159",2014-09-11,665000,3,1.75,1800,8000,1,FALSE,0,3,8,1800,NA,1972,NA,98008,47.6357,-122.119,1950,8500
"2160",2015-04-27,455000,3,1,2400,17239,1,FALSE,0,4,7,1890,510,1940,NA,98028,47.75,-122.245,2390,7350
"2161",2014-08-26,440000,4,1,1780,4000,1.5,FALSE,0,3,7,1780,NA,1922,NA,98103,47.6624,-122.354,1750,4000
"2162",2014-07-08,332000,3,2.25,2120,14915,1,FALSE,0,3,9,1720,400,1979,NA,98001,47.3524,-122.285,2320,13100
"2163",2014-06-11,280000,3,2.5,1860,6607,2,FALSE,0,3,7,1860,NA,1989,NA,98023,47.2891,-122.351,1760,6766
"2164",2014-09-15,570000,3,3.5,1460,1021,2,FALSE,0,3,8,1150,310,2006,NA,98122,47.6169,-122.309,1460,1245
"2165",2014-05-15,250000,3,1,1230,10350,1,FALSE,0,4,7,1230,NA,1957,NA,98055,47.428,-122.199,1510,10427
"2166",2015-05-01,238000,2,1,1088,8453,1,FALSE,0,3,6,1088,NA,1952,2009,98001,47.2685,-122.231,1088,8016
"2167",2014-11-03,265000,3,1,800,5760,1,FALSE,0,3,6,700,100,1949,NA,98155,47.7505,-122.317,1060,6628
"2168",2015-03-05,306000,3,1,1190,10350,1,FALSE,0,4,7,1190,NA,1959,NA,98028,47.7428,-122.244,1850,10500
"2169",2015-05-07,345000,5,2.75,1940,4182,1,FALSE,0,3,7,1240,700,2002,NA,98056,47.4911,-122.17,1950,4182
"2170",2014-09-04,765000,4,2.5,3300,10764,1,FALSE,0,4,9,1720,1580,1971,NA,98177,47.7119,-122.365,2290,10975
"2171",2015-04-30,346300,4,2.5,2590,11018,2,FALSE,0,3,8,2590,NA,1998,NA,98092,47.2634,-122.211,2400,8042
"2172",2014-06-12,342500,3,2,2080,11375,1,FALSE,0,3,8,2080,NA,2002,NA,98022,47.214,-121.993,1080,12899
"2173",2015-04-24,501000,4,2.25,2680,5439,2,FALSE,0,3,7,2680,NA,2000,NA,98011,47.7534,-122.218,2460,4473
"2174",2014-06-25,270000,3,2.5,1670,8364,1,FALSE,0,4,7,1300,370,1990,NA,98042,47.369,-122.084,1490,8143
"2175",2015-04-22,638000,3,1,1830,4400,1.5,FALSE,0,4,8,1720,110,1930,NA,98122,47.6052,-122.3,1650,4400
"2176",2014-09-12,460000,3,1.75,1400,2003,1,FALSE,0,4,8,700,700,1908,2006,98119,47.6508,-122.368,1370,1281
"2177",2014-10-15,760000,4,1.75,2770,8521,1,FALSE,0,4,7,1470,1300,1953,NA,98004,47.6255,-122.199,1910,9380
"2178",2015-03-16,1085000,3,2.5,3630,11019,1,FALSE,0,4,9,2150,1480,1972,NA,98040,47.561,-122.226,3150,13555
"2179",2014-06-28,234000,3,1,1040,8128,1,FALSE,0,3,6,1040,NA,1983,NA,98019,47.7425,-121.981,1520,7500
"2180",2015-03-02,1650000,3,2.75,2690,8890,2,TRUE,4,4,10,2690,NA,1975,1991,98006,47.5487,-122.197,2940,8890
"2181",2014-05-06,488000,5,2,2020,5000,1.5,FALSE,0,4,7,2020,NA,1938,NA,98117,47.6949,-122.37,1510,6600
"2182",2015-02-26,1550000,5,2.5,2450,20805,2,FALSE,0,4,9,2450,NA,1963,NA,98004,47.6275,-122.227,3020,20324
"2183",2015-03-27,499000,4,3,2030,12675,2,FALSE,0,3,7,2030,NA,1982,NA,98177,47.7689,-122.379,1990,7705
"2184",2014-09-04,150000,3,1,1450,6776,1,FALSE,0,3,7,1450,NA,1952,NA,98178,47.5056,-122.244,1680,7200
"2185",2015-03-26,333000,4,2.5,2400,7270,2,FALSE,0,3,8,2400,NA,1993,NA,98003,47.2697,-122.312,2150,6584
"2186",2015-02-18,7e+05,4,2.75,2870,8625,1,FALSE,1,4,8,1860,1010,1959,NA,98155,47.7425,-122.289,2430,8479
"2187",2014-09-18,275000,4,1,1340,22500,1.5,FALSE,0,3,7,1340,NA,1926,NA,98168,47.489,-122.316,1620,10800
"2188",2014-07-01,330000,3,2.5,1680,11312,1,FALSE,0,3,7,1080,600,1959,NA,98146,47.5051,-122.344,1390,10700
"2189",2014-11-24,360000,4,2,1850,8827,1,FALSE,0,3,7,1850,NA,1969,NA,98155,47.7406,-122.313,1310,6901
"2190",2015-05-11,467000,3,1,1220,8040,1.5,FALSE,0,3,7,1220,NA,1965,NA,98125,47.7133,-122.308,1360,8040
"2191",2014-10-29,568000,3,2.5,2320,57063,1,FALSE,0,4,9,1790,530,1979,NA,98074,47.6163,-122.056,3290,7314
"2192",2014-11-03,605000,5,2.25,3220,9603,2,FALSE,0,3,8,3220,NA,1972,NA,98052,47.6474,-122.11,2260,10093
